,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50
cell_305,-6.544123,-4.096658,-7.4392133,-3.7142038,-2.5070708,-7.4855824,-3.1097715,-8.934349,5.0510893,-5.1961126,-9.318725,-13.747751,8.292232,7.8165617,-13.644101,9.122084,2.857218,-8.523286,-0.4929345,21.385181,4.1152906,2.029274,-7.852322,19.000805,-13.510113,-6.459313,13.737496,-19.801777,-1.3151113,-8.732957,-4.6859245,-3.8225732,11.336502,8.233144,8.717525,12.620785,-2.4362376,-0.15010354,15.39301,-5.8879237,-17.144796,12.60902,2.3368216,-25.820236,-16.590042,15.257592,8.576743,1.9321382,-12.976265,-12.528826
cell_306,-12.188824,-1.2955763,-5.408231,-4.812728,-1.0115869,-7.545927,0.2920969,-3.45995,-1.4241618,-1.1945335,-10.180829,-20.475956,6.4853477,1.5401943,-20.767982,3.5222878,6.990679,-17.424494,2.468522,15.672695,4.9789658,3.168596,-5.525955,25.884047,-15.313622,-8.747967,12.28412,-26.657646,-3.8571754,-12.911724,-12.876442,4.7159386,13.374058,2.70159,3.7367945,11.109976,-15.400178,-3.8670592,20.82078,-16.272673,-11.3293705,7.897568,-1.2841393,-25.82977,-13.20299,3.0022128,8.315198,6.007453,-14.058492,-12.5255375
cell_307,-4.6917367,-0.98431504,1.715122,-8.9906225,-6.577917,-4.2853,-4.332253,-0.084842786,4.8224807,-5.403873,-8.441533,-14.354758,7.5547276,7.172772,-13.061224,5.98346,0.39296734,-18.336535,-4.0674896,18.699553,0.22618452,2.0706425,-5.8815823,20.523653,-13.183998,-6.098219,11.156908,-25.638348,-6.708925,-15.153929,-4.3044853,-8.086569,9.974832,5.2535186,7.6443534,10.631209,-4.8266835,1.6540627,17.903837,-4.884972,-14.61198,14.053048,4.589501,-23.45331,-11.554117,9.4838295,8.984307,2.6957638,-6.2017064,-15.551802
cell_308,-4.944401,-1.7302225,-5.0403986,-6.1754336,3.1632943,-8.100748,-1.5459436,-3.1275609,1.4083704,-1.7126229,-8.320793,-17.749863,4.792856,5.9534464,-11.094406,8.364949,4.819169,-10.783076,-5.0983963,18.192287,0.89187735,4.358729,-7.8650723,23.130686,-10.8783655,-6.6676373,14.543216,-18.217983,-1.1324031,-5.1431103,-0.6845965,-1.6442275,8.552697,0.560162,10.859073,9.696937,-0.54010606,-4.0920024,21.936815,-10.319637,-13.661788,7.14972,3.950261,-22.959492,-8.247077,13.95069,2.7264593,-1.8965932,-10.443067,-7.3110847
cell_309,-7.256729,-8.27662,1.0480245,-5.442646,-3.1655478,-5.3699536,-1.2586416,-6.4020753,6.704386,-5.88768,-5.992869,-15.205046,4.650807,9.369493,-9.487693,7.671587,8.123545,-13.121122,-6.3590612,17.682135,4.7962885,-0.23896831,-11.129968,21.588795,-14.260089,-4.6387973,9.136728,-22.86142,-2.8946354,-3.3531806,-2.4966416,6.5322113,14.484386,4.9719863,-1.9780641,8.756252,-12.756842,2.8492796,19.798841,-5.4366283,-8.938101,9.085262,1.6465185,-24.877377,-15.743385,13.376752,6.3235636,8.264835,-14.230383,-16.713518
cell_310,-8.554323,2.8142169,-6.6086974,-3.5948477,-5.130058,-3.1364896,4.403725,0.6646773,1.0350626,-3.3235762,-10.177146,-19.731524,2.8981464,-1.7101017,-16.954693,5.837782,13.175606,-17.82817,4.010568,20.457104,6.4371295,5.3442335,-10.369264,15.542926,-17.52702,-3.5637963,13.68263,-18.323982,-3.510995,-9.247167,-2.243208,7.636395,11.663251,-2.2207665,4.4134088,5.287501,-10.623665,-1.9674248,17.407415,-12.638871,-8.873551,4.434212,2.2565126,-19.033003,-7.804359,6.951693,9.453685,5.0064845,-6.68856,-15.230808
cell_311,-10.486359,-4.1776867,-11.38878,1.7044982,4.215537,-1.6135007,-5.382403,-4.4280972,5.3015223,-2.600126,-12.614,-15.283993,4.6859307,2.5264275,-14.78129,9.043971,0.6418892,-5.545156,-5.8358164,18.09183,5.600467,7.040185,-10.408364,17.719234,-12.286167,-2.1489012,10.418036,-22.43086,-4.697331,0.38988918,1.5906267,1.0398922,6.1587763,6.4481063,9.116647,9.741178,-5.556808,2.3108249,22.019484,-13.246892,-9.693329,5.8105536,3.2728646,-24.874569,-5.818084,20.434803,6.7218795,1.2377435,-15.909984,-9.140686
cell_312,-8.411432,-5.4978404,-6.7101793,-7.0123053,-0.512344,-3.8923798,-4.313492,0.5132711,0.2435115,-1.3922627,-6.3972087,-10.414328,2.6128752,-2.4768512,-14.1841955,10.265136,10.201106,-7.5642157,-3.160938,19.591055,3.718479,1.2371007,-15.946496,15.54866,-12.447734,-3.5670524,9.0460615,-22.068047,-4.424195,-5.6661873,-0.30629167,0.47912005,2.9620223,1.5262972,3.2367473,8.815514,-6.768807,-2.4963167,19.893524,-6.237892,-8.147663,3.1641486,1.1046854,-18.038157,-11.044345,16.16171,3.246893,1.5758326,-15.880502,-9.967303
cell_313,-8.251402,-6.987017,-7.7882795,-1.3618369,3.4431038,-9.43186,-4.5413404,-7.585272,4.707812,0.6269316,-8.594437,-13.311334,8.1670885,5.636481,-9.940238,5.1920643,-3.7568233,-8.442352,-0.1456832,16.018148,2.052679,6.927789,-10.228376,20.953392,-14.933618,-9.726351,12.056411,-23.505917,1.3658044,-6.1161213,-7.231275,-1.9982044,12.896156,9.849534,9.697463,7.777256,-4.9612846,4.3780956,21.449818,-10.036696,-17.347967,7.6335487,-3.8406744,-26.326807,-8.199383,17.228836,7.065111,3.0006473,-12.881016,-14.1723995
cell_314,-9.428557,-0.8987259,-3.1066813,-8.552338,-6.9140973,-4.1226144,-1.2938964,-1.3540163,4.244302,-3.8490827,-7.7972493,-17.8144,3.1417658,1.4232398,-9.984866,7.0050535,15.811538,-14.129966,4.87294,19.104717,-1.7704136,8.161068,-14.743466,18.053652,-20.674606,-1.989516,11.901629,-20.44982,-0.25464827,-8.636621,1.4379636,-0.88261616,7.587681,3.9694421,6.9316545,17.470495,-7.424614,4.872029,23.278866,-1.059207,-15.764257,8.836863,10.6634445,-14.075604,-12.471452,10.418778,1.4013674,2.9538975,-16.922716,-14.673354
cell_315,-9.007303,-5.6911936,-4.961881,-3.4195082,1.9544225,-6.9291735,1.757247,-6.2495246,3.6524436,-2.2243888,-10.341029,-18.509796,9.612434,12.2636595,-14.282443,8.014484,-0.19144115,-11.584737,-2.272895,15.4212475,-0.83704257,4.534872,-1.8233953,27.22486,-12.807341,-8.376597,12.821551,-20.775028,-0.7212491,-6.5108523,-5.4753222,-5.306899,13.354414,5.034896,11.69841,13.633167,-1.9462789,-3.5703812,24.018124,-12.07122,-13.430608,5.251554,5.753216,-26.764336,-9.264372,12.152159,4.989242,0.5190539,-13.58361,-9.012725
cell_316,-3.4078972,-5.9124575,-3.8492377,-5.9017406,3.8183138,-10.369765,-7.483372,-3.6684568,-0.000514893,-0.8190767,-10.785963,-13.74464,5.306156,3.1518648,-11.955747,9.693821,8.209899,-7.929762,-2.7737994,17.184355,1.4135914,-1.3322353,-9.341057,25.866888,-7.431577,-8.847919,8.435144,-23.750765,0.69694006,-6.025094,-1.9185513,-1.414256,12.521947,4.64079,6.6443105,11.945715,-4.1646194,-3.8483276,22.084124,-4.1098456,-11.180975,3.9465885,-2.6924682,-27.849834,-8.750759,11.732177,3.4327326,2.2503936,-15.951058,-10.5025215
cell_317,-9.208762,-10.712182,-1.8457199,-8.764155,1.8018196,-6.4440284,-3.9631028,-9.165379,0.11261061,2.5473812,-7.631632,-12.218602,7.015991,6.0533404,-8.424787,9.123793,9.143919,-7.8992276,1.5677674,18.179817,10.202689,3.4019294,-9.801679,20.22711,-8.922708,-5.1874175,6.822776,-21.258747,4.1575747,-5.0946975,1.8968658,-1.9270788,13.771502,12.833221,-1.2338271,9.483646,-5.253952,-1.984294,24.714119,-2.6394515,-9.485189,7.1377316,0.09544043,-23.226778,-7.2073402,11.817315,5.9074807,1.4856168,-14.121166,-23.802881
cell_318,-9.127327,-2.444673,-0.855928,-7.91707,-3.7429411,-11.73598,-5.428887,-0.9314243,-0.24073513,-0.73964095,-5.3714266,-18.345316,0.22505274,2.2510264,-19.849148,13.615855,8.18012,-19.75307,-4.2902665,25.980572,12.368966,-3.6013718,-6.9939876,24.629086,-10.05814,-5.0084777,13.503944,-26.803179,-10.548246,-10.528812,-7.909678,2.1730146,3.4433103,-0.719751,4.6675572,9.002683,-5.7169895,0.22376291,13.892282,-12.20854,-12.220466,13.429558,-8.291925,-31.561045,-22.538357,14.80782,8.811536,5.396569,-16.59354,-12.483284
cell_319,-12.047509,-7.786986,-6.035018,-7.9285526,-6.0005593,-3.0362296,1.025428,-2.4704726,-2.0314074,-1.394586,-2.664236,-12.118963,3.4837341,1.5540799,-18.7351,9.984122,3.5298743,-19.876667,2.3277867,21.248266,10.537669,3.6232998,-6.7505603,18.04323,-13.368955,-10.47304,9.678555,-20.846872,-7.555192,-12.555169,-6.8485956,3.9961526,9.687714,6.1180243,-0.54665554,6.920086,-7.1711154,-1.6534786,15.658038,-12.882622,-8.853811,6.358944,-7.640849,-25.963238,-15.891552,7.820469,11.457807,5.5195904,-14.375564,-20.027842
cell_320,-6.303035,-7.790786,2.0157275,-3.3268394,-1.642524,-5.285045,-1.8234239,-7.148295,3.230683,-2.1456294,-12.77331,-19.572771,2.3146138,8.258446,-15.046676,11.910981,4.767978,-16.127525,-5.536737,18.375683,12.273185,-2.0404117,-3.6945355,24.754795,-12.6764965,-4.9982843,5.2631674,-24.95685,-5.023451,-3.8056657,-1.5089114,1.3435345,6.8918943,1.031271,7.4199443,10.384479,-5.5976763,6.889929,20.974768,-14.562367,-7.972898,9.193977,-0.20990194,-28.264301,-16.618605,14.1564665,3.976409,8.070845,-15.801477,-10.452078
cell_321,-4.8052125,0.23823974,1.7098029,-10.671599,-4.208638,-2.9097087,-7.474898,2.5548785,0.1652265,-7.409257,-10.311466,-21.734808,-0.71887237,0.32848194,-17.806126,14.871782,10.181717,-22.780695,-4.6223917,20.041195,8.418338,-3.9829936,-12.154457,22.912647,-14.026994,-4.1840067,7.425118,-30.51345,-8.514781,-8.74241,0.94870317,4.679477,4.3697805,0.93264395,2.8695927,11.0204525,-5.428454,6.136368,24.529934,-12.578404,-5.561718,9.477113,-4.4990835,-27.090763,-13.340291,10.907689,0.99861854,5.532564,-17.134844,-12.272685
cell_322,-13.660345,-3.189311,-6.072166,-5.093704,4.4097767,-6.9583373,-1.8152815,-2.268243,2.6396475,-1.8368571,-10.8015585,-16.117329,0.2568352,1.1339473,-11.705757,12.05092,3.8989868,-6.9292254,1.6616988,13.603018,-0.8366096,4.578421,-8.225328,25.689653,-13.529573,-1.8234191,10.621865,-25.69091,-4.539573,-2.610198,-2.3354313,2.2566063,7.08014,6.9649878,5.706712,7.424001,-7.284167,3.1869662,26.569641,-14.920261,-6.681738,4.682648,-2.4426625,-25.447792,-2.1583319,17.132267,3.2981102,3.728055,-17.179064,-15.2077055
cell_323,-14.643032,-6.830036,-9.800101,2.2760274,2.6078475,-7.566621,2.4404268,-12.078238,8.495211,-1.3118324,-15.068168,-18.279696,8.806803,7.974135,-16.498543,6.9491115,3.0633354,-3.5733678,3.4561372,19.715282,5.5250034,3.3828173,-9.224112,23.90186,-18.578402,-3.283376,12.896388,-23.047874,1.8700291,-4.0478945,-6.0547595,2.6367543,15.819922,8.635863,12.906609,5.593549,-9.241917,1.7323585,23.289223,-14.498732,-11.992175,4.8533335,2.1076834,-26.90783,-9.284252,21.664066,9.463157,3.739896,-12.796031,-15.671533
cell_324,-14.229214,1.7018635,-3.9189522,-1.584684,6.025764,-2.919602,-2.317923,-5.4314036,6.917909,-3.2776153,-12.215602,-24.433054,2.803135,1.5005993,-13.451457,6.416248,4.391296,-12.788274,-7.242682,13.984438,3.6799166,10.535301,-6.6762795,22.761703,-15.055545,0.06095649,13.141427,-28.918303,-3.2586777,-1.4127504,-4.2786393,6.2115517,9.755193,6.0380607,4.9318705,8.740015,-15.908109,5.202151,26.962358,-18.3041,-10.603342,12.005115,2.8071961,-25.863264,-1.7495123,10.00212,8.797548,2.7429626,-14.184295,-15.179838
cell_325,-10.223527,-7.201736,-3.2472367,-4.6615496,-5.027781,-6.3828874,-4.853933,-11.537435,6.128572,-8.550536,-8.577816,-9.362738,3.6652772,5.178022,-14.570807,14.859248,0.096049994,-10.668376,-7.85284,18.463005,6.1080084,1.7794179,-6.30834,23.518608,-16.755156,-10.280628,5.2244415,-21.442036,-2.5006123,-4.626868,-4.4553866,2.271393,7.8938704,6.8038554,6.688006,7.031969,-2.0299978,4.3772283,23.219933,-10.346151,-12.038013,7.599449,-2.6676016,-27.554314,-17.588612,18.675049,3.6317782,1.3977554,-17.879025,-10.23872
cell_326,-0.71474123,-0.79991245,-16.229073,11.175292,16.424496,-8.261785,2.1166837,-5.573323,5.56426,5.9017854,-17.675253,-21.086573,13.7999525,9.564323,-7.2522697,7.674324,-3.879131,-0.16792054,4.3056283,15.898825,4.0817204,13.419383,-4.252463,12.093453,-12.357665,-5.6532655,16.282827,-17.412025,6.6111703,1.5055658,5.20813,-10.184865,12.166883,4.7235966,22.699722,9.810838,6.8407207,4.4050927,18.139711,-13.999069,-19.287884,3.54297,9.31795,-25.715382,6.0141845,22.943644,5.8396473,0.33511773,-9.112856,-5.9106827
cell_327,-12.446824,-1.5148724,3.8048086,-6.815154,-2.8601513,-9.323338,-0.6826503,-3.4035356,1.5617259,-2.734614,-8.829418,-18.745838,3.1976407,-2.3592532,-16.582207,14.391607,12.152783,-16.888693,0.80814964,18.717607,10.190268,4.744055,-1.3490205,23.439524,-19.754557,-4.1975694,6.174887,-29.915873,-6.5403066,-10.97721,-5.087309,5.869428,7.4364276,1.2530407,2.8741016,6.8934803,-13.704129,2.012616,21.327612,-9.6582155,-9.971035,8.040575,5.927359,-26.257109,-14.076145,7.351231,5.1155505,6.1583657,-18.661552,-16.572989
cell_328,-11.382231,-3.1197374,-5.9350495,-7.1476336,-4.4956093,-6.0394607,-2.3200135,-7.152459,0.01980166,-4.2861443,-14.887963,-17.787012,3.0251663,2.2791095,-17.196735,6.7173977,6.274047,-11.766509,0.25187492,17.35553,0.18906069,3.0557287,-9.275693,28.564255,-15.198314,-5.1760616,11.106718,-20.315138,0.1496706,-6.951123,-5.30941,1.324351,9.882591,3.876984,10.278271,11.997263,-5.387548,-2.7172356,29.234701,-13.598311,-10.506798,4.070023,1.5459621,-20.906677,-10.363571,11.161554,2.388243,-1.3899205,-13.060841,-9.82749
cell_329,-8.182253,-4.07986,-6.2573347,-7.662171,-6.1078706,-2.4300177,-0.74135596,2.939356,-0.6703825,-0.77565396,-7.55325,-12.01738,1.8404968,0.6783773,-17.368082,9.228846,6.657617,-16.985271,0.22383454,20.82797,5.09376,1.6160892,-13.881151,17.019281,-13.1249,-7.0863333,9.564252,-18.415081,-3.439352,-8.338037,-0.49884617,-1.4659367,5.1330223,-0.43220362,5.516003,8.106657,-0.4939736,-0.029638013,20.616043,-11.070133,-7.978316,1.7023051,-5.0302596,-19.041414,-9.31162,14.822656,5.538711,2.1415398,-11.089068,-13.434768
cell_330,-15.884894,-5.8571677,-1.400209,-9.889357,-2.1440809,-9.727274,1.5983205,-5.473125,-0.58943474,1.6453192,-12.924272,-18.075264,-0.05241216,3.920075,-19.147049,9.453922,8.593679,-13.151247,1.7849909,21.91995,8.628098,1.002541,-7.197994,28.076216,-14.560672,0.7469444,13.763362,-26.198244,-0.8514613,-5.8430204,-3.0117497,0.19864604,4.3199067,2.3742907,5.0056224,9.674919,-5.640017,2.8828464,24.55179,-19.509607,-9.540508,10.409323,-6.0425687,-24.113846,-9.536864,19.490635,5.8964605,3.935655,-14.318927,-19.984447
cell_331,-9.797506,-3.93197,-8.498343,4.4532704,4.900215,-7.8116326,-4.4888544,-2.815783,6.613744,-2.555969,-10.476255,-14.257713,7.083897,2.5548456,-10.486987,15.163516,0.08408329,-6.2188435,-1.923784,17.837849,4.666226,12.098857,-3.5436597,17.914068,-15.97162,-4.7233047,9.260464,-24.188536,-4.331978,1.1389058,2.6645226,1.152076,10.157189,7.8913965,8.089811,8.642305,-3.7991667,4.6685824,21.152254,-7.167118,-13.080068,2.639143,6.190389,-30.753586,-2.8666296,20.918814,6.7067337,3.5486174,-20.28933,-13.652421
cell_332,-5.158849,-3.9988606,-9.1929455,2.1737535,-3.6582377,-3.8522577,-2.874118,5.5887947,8.394194,-9.217933,-12.721743,-14.862957,-1.5042741,2.8220596,-14.580081,20.77887,3.656429,-10.951755,-0.71381885,24.498804,-3.431186,-0.5927728,-11.024118,22.993986,-14.090022,-5.202351,10.668582,-22.993587,-13.130323,-2.4973164,3.7270823,1.4120197,8.674834,0.80249035,14.068596,6.891483,0.41078758,8.0721855,17.540113,-7.54873,-6.7120194,-2.164252,-2.1474478,-33.424854,-8.47216,26.221067,8.994877,8.450828,-17.319366,-12.1618595
cell_333,-8.132806,0.43563008,-13.348403,1.3068764,-0.8027323,4.2316356,-3.6795,2.8103664,7.45129,-6.578802,-12.29618,-18.848194,3.0439196,1.3341423,-20.66183,10.330128,1.439347,-15.165974,-7.538558,21.736471,3.6598327,3.5501642,-14.1481495,15.868244,-11.2500105,-6.7329974,12.005271,-22.881832,-8.8530655,-5.1290393,-1.8598812,1.055532,8.8899,3.1938815,10.234236,9.749954,-5.6335397,2.9402623,19.783222,-15.637499,-8.630605,5.4163194,-3.031242,-28.515936,-7.4248357,15.156557,13.933076,2.9478817,-13.066207,-10.660547
cell_334,-8.485814,-6.241895,-16.905981,11.414058,9.954416,-1.401695,-1.8373327,-6.584282,11.071191,-3.9517684,-17.065294,-10.012736,10.028943,3.3936102,-12.567735,16.693876,-5.051696,1.6495767,-2.533121,18.26206,4.647709,15.500704,0.40289024,14.941047,-15.59553,-6.742166,7.484095,-21.880074,-4.2805924,2.1536107,7.8012824,-5.3573284,9.906411,8.642292,16.947289,10.030931,1.5345432,3.57265,18.461315,-9.52885,-14.733857,-0.40641108,12.785604,-33.3853,0.52828705,24.929775,11.3796425,3.4489865,-20.102514,-8.732332
cell_335,-10.444463,-3.635559,-12.199787,0.7015285,-0.046604693,-2.9843862,0.4042865,-2.4182794,5.1338096,-6.4651766,-12.628086,-16.950682,-0.51971334,2.0812633,-17.613308,17.348337,7.8397236,-8.022574,-3.6681836,22.956455,2.486341,3.6678088,-6.805922,22.906673,-12.875676,-4.197644,12.683914,-18.833973,-7.885324,0.039174926,1.5174491,1.5114303,5.7595634,0.58995736,12.007693,11.598893,-1.781686,0.44804156,19.536428,-13.578672,-9.428158,2.418066,1.4562964,-29.5363,-10.146652,20.0007,8.6983185,3.8384037,-18.500126,-8.197035
cell_336,-10.602625,-2.9367669,-13.901777,4.396172,-1.1465275,0.5086225,-0.31674826,-1.2576064,8.77396,-7.535263,-9.941131,-15.333948,3.4934154,5.3043647,-15.282739,12.986183,3.1962926,-8.716963,-4.5422854,21.939941,2.3869007,7.7231283,-7.9571257,17.028877,-13.520103,-3.6734538,13.320046,-16.459484,-8.531392,1.1636504,2.9088387,1.8220147,9.03631,3.895642,10.1447315,10.9450655,-2.4960961,1.3308327,17.594845,-9.613893,-10.302182,2.305548,5.785432,-27.59113,-8.477948,20.367823,11.017904,3.388064,-16.107462,-9.315092
cell_337,-14.172446,-4.880405,-12.734421,0.5126495,2.6061873,7.697028,-1.9418644,-4.001911,10.864601,-7.3234973,-12.608645,-12.997866,2.3363442,2.1528983,-22.377514,12.793551,1.5482503,-6.9082346,-9.521555,22.693512,8.1239195,1.2624953,-8.78164,17.406832,-7.72546,-3.4924042,9.630833,-23.361805,-8.856196,-3.5558524,-0.6818596,-1.6490228,7.762668,7.4571795,8.414984,6.7109485,-6.9319386,-0.27343488,17.79449,-14.998484,-5.5134954,5.949453,-2.9828565,-30.886301,-5.915636,16.675753,20.185032,2.8691685,-12.412929,-15.607492
cell_338,-7.4302344,-6.236121,-3.7807336,0.3857304,2.9704638,-0.21688952,-1.9546999,-2.7867184,9.155468,-5.9948955,-6.1819606,-18.051508,1.1673656,5.6586065,-12.52536,21.15937,3.874204,-13.9479685,-11.480029,21.162643,7.0527906,2.5633986,-5.3095064,20.055338,-10.063525,-8.188023,6.3858204,-22.998396,-9.89053,-0.52014875,1.5683954,3.0010204,9.181379,4.0720296,8.516152,4.8422456,-3.6317904,5.1959863,20.162296,-10.011458,-6.313532,3.5551274,-1.1377629,-34.433533,-10.12119,16.413412,10.507074,4.3650928,-17.875727,-12.979912
cell_339,-1.9166036,-5.062693,-11.565513,6.8054366,8.66151,-6.833857,2.0866895,-5.8175726,5.902931,-1.5244267,-21.106565,-11.208342,13.858222,7.6535797,-12.27048,12.477226,-2.7946188,-3.3679373,-0.16571623,15.836699,4.9308333,11.901274,2.2268314,19.409739,-16.034288,-9.800934,7.589101,-22.18886,-0.015076341,-3.188991,6.9731064,-8.052871,13.696387,1.518953,15.177492,11.596271,3.0263996,-2.1059372,20.851955,-11.703149,-15.474596,0.18412058,16.314135,-31.639515,-1.4853048,20.724566,6.3110895,5.249391,-15.379605,-6.220466
cell_340,-8.834824,-2.5550761,-15.33877,5.4467235,3.772545,0.03519089,-2.9488437,-0.28070718,12.236087,-7.1156883,-14.481261,-14.975389,4.1473546,7.3846636,-14.339268,10.830325,0.29340455,-2.8945804,-4.401096,20.22293,-1.5392413,3.6312675,-11.527537,18.821783,-10.465709,-1.5939062,14.611795,-20.076729,-5.5135617,2.7865565,3.646617,-2.710208,11.056958,6.7253265,12.450458,11.272328,-1.5145484,3.779376,18.268045,-9.920872,-10.238242,3.665156,1.0603071,-30.198671,-1.6340033,25.376347,12.898968,4.8051076,-13.565528,-11.237949
cell_341,-9.734709,-3.4190457,-10.706009,5.508411,4.0637407,-2.9583452,-3.8624566,-6.0494943,6.6792097,-4.474977,-16.086876,-13.124269,5.430352,3.9446087,-16.308308,12.760059,-3.0815933,-8.496113,-6.04367,17.40507,9.19045,7.93733,-1.3661,20.0133,-11.697754,-4.3574543,7.550573,-23.620153,-7.789384,0.27636674,1.6794637,2.2954085,9.066742,4.949874,7.9851546,8.586749,-4.092153,2.1409168,20.053856,-15.991843,-8.674865,4.6298046,2.9813848,-33.23706,-6.7870703,19.397211,9.934557,5.137748,-17.999697,-8.892261
cell_342,-10.632117,-7.2751284,-9.672828,0.50702906,0.5935217,2.5616393,0.43610364,-3.188327,9.92436,-7.5168,-11.557365,-12.36106,4.8728123,6.9870467,-13.978624,16.133293,0.70100576,-7.828485,-4.028833,20.495153,3.9730108,6.383223,-7.6760163,17.981768,-15.316264,-3.5551398,7.9628677,-20.919695,-8.14657,-0.69895065,7.2089334,0.12553371,9.939559,7.0222516,8.835378,7.7186747,-1.8436321,2.900938,22.231922,-10.1387825,-6.112014,1.4948239,6.9054346,-28.797647,-5.5741115,23.037819,9.266232,4.2446,-16.452059,-15.177877
cell_343,-1.7827617,-4.9245915,-16.517445,11.636038,15.418469,-2.161898,0.58301824,-5.7866607,9.762373,-1.2378592,-20.142494,-16.011417,12.727889,8.165301,-11.894901,15.18474,-2.1302576,0.54021007,-1.4857829,17.584108,4.846129,10.267702,-2.7614985,15.866896,-12.168376,-8.745261,9.236813,-22.602917,-0.06130822,0.7469024,8.554169,-7.574389,14.37337,5.3558135,19.09493,10.176503,2.9042435,2.2876577,19.040596,-11.964415,-13.573031,-0.17149995,11.665906,-34.42646,2.447317,23.369316,10.173447,4.7279077,-16.018608,-7.2100873
cell_344,-7.5396233,-6.2401853,-8.564572,-3.5149875,0.18358979,2.4353437,-0.9891607,-3.4962933,5.8906064,-7.404753,-11.178672,-12.857565,1.44596,4.1178207,-14.497074,15.6185255,1.6696092,-8.264825,-3.4484923,18.724066,1.8182526,1.860823,-6.093185,21.365137,-10.312655,-7.0198736,6.8703184,-18.402893,-7.901719,-5.34426,3.2863548,-1.5320487,8.19196,6.20217,11.502116,8.079343,0.247504,-0.18014298,20.104267,-10.571607,-5.8772674,2.5580814,2.2319484,-27.401754,-7.756697,14.97315,8.580984,1.8539917,-13.811547,-11.582256
cell_345,-7.852536,-3.35707,-7.8987017,-2.1170924,-2.1531677,-4.9167395,-3.4434369,2.3892303,2.2030437,-7.8641014,-11.466956,-17.581293,-1.6890225,4.3062577,-14.538914,12.62189,0.014288386,-13.398187,-4.9369173,17.273954,-4.6840973,1.6181,-9.204165,26.70161,-11.04153,-3.9839032,13.960883,-22.302498,-8.565465,0.5476984,-1.9901792,4.0688753,7.7301664,2.2357118,6.2036853,10.912018,-3.0267565,4.3472424,22.754086,-15.847379,-6.584342,2.1820467,-6.6661057,-28.785725,-5.802179,18.713484,5.025571,4.957618,-15.974571,-9.831524
cell_346,-1.2071695,-5.9019747,-17.230076,12.822191,10.791647,-9.260099,-1.0265169,-8.190668,5.444271,0.50416195,-22.013453,-11.444292,15.659207,9.326324,-12.449598,11.202849,-6.635122,-0.4116166,0.6754561,15.739614,6.055005,12.269358,-0.31057575,17.045864,-14.668772,-10.313901,9.39496,-20.77275,3.0194721,1.3177433,5.3870554,-7.8608317,14.508557,4.4519258,15.935393,13.025504,4.9981375,1.1107743,18.492153,-13.1848755,-17.539106,0.30733696,10.096086,-33.305145,-1.2359653,25.804482,6.3087,5.588655,-16.946806,-4.133161
